customer,age_band,gender,income,policy_type,tenure_years,vehicle_type,response
WI38796,<30,Male,70737,Corporate Auto,14,A,No
WH56217,<30,Male,29136,Corporate Auto,14,A,No
XU20264,<30,Male,23506,Personal Auto,14,A,No
XM45289,<30,Female,23218,Personal Auto,14,A,No
KT97561,<30,Male,19683,Personal Auto,14,A,Yes
KL58949,<30,Male,70190,Corporate Auto,14,A,No
MF65419,<30,Male,0,Personal Auto,14,A,No
DS97676,<30,Female,0,Personal Auto,14,A,No
IA78643,<30,Female,0,Personal Auto,14,A,Yes
YV23210,<30,Male,23617,Personal Auto,14,A,No
PY50779,<30,Male,85412,Personal Auto,14,A,No
LN31673,<30,Male,38923,Personal Auto,14,A,No
GW14109,<30,Female,48409,Special Auto,14,A,No
RT37588,<30,Female,69268,Personal Auto,14,A,No
QJ65440,<30,Female,0,Corporate Auto,14,A,No
NL74789,<30,Female,0,Special Auto,14,A,No
YO23637,<30,Male,0,Special Auto,14,A,No
VM85856,<30,Female,34990,Personal Auto,14,A,Yes
BZ36030,<30,Male,62575,Personal Auto,14,A,No
GI89160,<30,Female,56516,Personal Auto,14,A,No
JC18314,<30,Male,28121,Personal Auto,14,A,No
EL81968,<30,Male,66726,Personal Auto,14,A,No
VQ67172,<30,Female,0,Corporate Auto,14,A,No
KI75855,<30,Male,79751,Personal Auto,14,A,Yes
RP33869,<30,Female,49467,Personal Auto,14,A,No
BD77090,<30,Female,79090,Personal Auto,14,A,Yes
DU68331,<30,Female,30493,Personal Auto,14,A,No
TO20795,<30,Male,37675,Corporate Auto,14,A,No
LR49580,<30,Female,59216,Personal Auto,14,A,No
NC40609,<30,Male,0,Corporate Auto,14,A,No
VZ51506,<30,Female,0,Corporate Auto,14,A,No
FJ31683,<30,Female,43793,Personal Auto,14,A,No
FE93959,<30,Male,37496,Corporate Auto,14,A,No
IC82877,<30,Male,58092,Personal Auto,14,A,No
TH67541,<30,Female,16171,Corporate Auto,14,A,No
ZC32510,<30,Male,69442,Personal Auto,14,A,No
KO95143,<30,Male,37910,Personal Auto,14,A,No
XY33610,<30,Male,97750,Personal Auto,14,A,No
ES88339,<30,Male,60607,Corporate Auto,14,A,No
PQ36549,<30,Male,14174,Personal Auto,14,A,No
EC13382,<30,Female,21514,Corporate Auto,14,A,Yes
EZ80325,<30,Female,0,Personal Auto,14,A,No
MW98508,<30,Female,72075,Special Auto,14,A,No
SO57563,<30,Male,54878,Personal Auto,14,A,No
RM83767,<30,Male,64008,Personal Auto,14,A,No
DI65961,<30,Male,34644,Personal Auto,14,A,No
PM76175,<30,Female,49721,Corporate Auto,14,A,No
WF73839,<30,Female,49937,Personal Auto,14,A,No
YG42297,<30,Male,0,Personal Auto,14,A,No
JN69287,<30,Male,35033,Personal Auto,14,A,No
ZX50209,<30,Female,29815,Personal Auto,14,A,No
KN25556,<30,Female,0,Personal Auto,14,A,Yes
KT91115,<30,Male,43367,Personal Auto,14,A,No
CN30964,<30,Female,31517,Personal Auto,14,A,No
LA97014,<30,Male,37574,Personal Auto,14,A,No
KA89683,<30,Female,0,Personal Auto,14,A,No
VZ64716,<30,Male,81081,Corporate Auto,14,A,No
IU25463,<30,Female,0,Personal Auto,14,A,No
WK30175,<30,Male,52822,Corporate Auto,14,A,No
JG41490,<30,Female,0,Corporate Auto,14,A,Yes
CG15505,<30,Female,22705,Personal Auto,14,A,Yes
BJ58596,<30,Female,0,Corporate Auto,14,A,No
LA53648,<30,Female,0,Personal Auto,14,A,No
VR18539,<30,Male,44843,Personal Auto,14,A,No
ZC69696,<30,Female,74560,Personal Auto,14,A,No
WU63862,<30,Male,31614,Personal Auto,14,A,No
YC67208,<30,Male,27972,Personal Auto,14,A,Yes
WC35554,<30,Male,34640,Personal Auto,14,A,No
JA60749,<30,Female,34337,Personal Auto,14,A,Yes
SK65854,<30,Female,29730,Personal Auto,14,A,No
BG96711,<30,Male,24732,Corporate Auto,14,A,No
RM42344,<30,Male,91757,Personal Auto,14,A,No
PP20957,<30,Female,0,Personal Auto,14,A,No
DM16101,<30,Female,30886,Special Auto,14,A,No
WQ46946,<30,Female,77153,Personal Auto,14,A,No
XR37151,<30,Female,0,Personal Auto,14,A,No
JR22900,<30,Female,36153,Corporate Auto,14,A,No
AJ69060,<30,Male,0,Personal Auto,14,A,No
VZ70667,<30,Female,26056,Personal Auto,14,A,No
DY69629,<30,Female,21604,Corporate Auto,14,A,Yes
OA96690,<30,Female,47406,Personal Auto,14,A,No
IY87065,<30,Female,28909,Corporate Auto,14,A,No
CO44659,<30,Female,43510,Personal Auto,14,A,No
OS54451,<30,Male,31964,Personal Auto,14,A,No
SQ37580,<30,Female,64964,Personal Auto,14,A,No
QB14114,<30,Female,81850,Personal Auto,14,A,No
YY71144,<30,Male,83846,Personal Auto,14,A,Yes
BG80246,<30,Female,22679,Personal Auto,14,A,No
SJ86522,<30,Male,0,Corporate Auto,14,A,No
FC10193,<30,Female,35601,Personal Auto,14,A,No
EW46828,<30,Male,23671,Personal Auto,14,A,No
BU27331,<30,Male,0,Personal Auto,14,A,No
SM10031,<30,Male,0,Personal Auto,14,A,No
OH60605,<30,Female,39679,Personal Auto,14,A,No
IZ37104,<30,Male,0,Personal Auto,14,A,No
RA66180,<30,Female,33837,Corporate Auto,14,A,No
AY84441,<30,Male,0,Personal Auto,14,A,No
ZZ41158,<30,Male,28506,Personal Auto,14,A,No
BL44708,<30,Female,0,Personal Auto,14,A,No
XU57332,<30,Female,53173,Personal Auto,14,A,No
EK71077,<30,Female,0,Corporate Auto,14,A,No
ZU50513,<30,Female,97736,Personal Auto,14,A,No
AQ70619,<30,Male,71024,Corporate Auto,14,A,No
DY18947,<30,Female,60423,Personal Auto,14,A,No
NY24020,<30,Male,82189,Personal Auto,14,A,No
QA66968,<30,Female,46879,Personal Auto,14,A,No
UM52895,<30,Female,30130,Personal Auto,14,A,No
XJ60303,<30,Female,25048,Personal Auto,14,A,No
TV37646,<30,Female,70012,Personal Auto,14,A,No
JW24212,<30,Male,0,Personal Auto,14,A,Yes
CV64725,<30,Male,55366,Personal Auto,14,A,No
YQ58965,<30,Female,23376,Personal Auto,14,A,Yes
BH11344,<30,Female,37009,Corporate Auto,14,A,No
VT34834,<30,Male,0,Personal Auto,14,A,No
OO65445,<30,Female,0,Personal Auto,14,A,No
BI34286,<30,Male,47259,Corporate Auto,14,A,No
TZ37274,<30,Male,0,Personal Auto,14,A,No
WL28610,<30,Female,0,Corporate Auto,14,A,No
NH24429,<30,Male,52972,Special Auto,14,A,No
KB54415,<30,Male,13449,Personal Auto,14,A,No
No35621,<30,Male,49746,Personal Auto,14,A,No
GH31245,<30,Female,73274,Corporate Auto,14,A,No
HT50748,<30,Female,38893,Personal Auto,14,A,No
HJ58678,<30,Female,57587,Personal Auto,14,A,No
KS12490,<30,Male,64669,Personal Auto,14,A,No
BP90016,<30,Male,78032,Corporate Auto,14,A,No
NC98544,<30,Male,26292,Personal Auto,14,A,No
UZ42802,<30,Male,0,Personal Auto,14,A,No
PE32165,<30,Female,76912,Corporate Auto,14,A,No
SF86727,<30,Male,25180,Personal Auto,14,A,No
EV15646,<30,Male,46573,Personal Auto,14,A,No
YM24620,<30,Male,24790,Personal Auto,14,A,No
JF19701,<30,Male,75453,Special Auto,14,A,No
QW47320,<30,Female,14290,Personal Auto,14,A,Yes
CR59224,<30,Male,29120,Corporate Auto,14,A,No
ZN86559,<30,Female,0,Personal Auto,14,A,No
MZ24175,<30,Female,21604,Personal Auto,14,A,No
TV20901,<30,Female,76381,Special Auto,14,A,No
HM22034,<30,Male,0,Personal Auto,14,A,No
ES34753,<30,Female,12904,Personal Auto,14,A,No
FM37864,<30,Female,74931,Personal Auto,14,A,No
WW80551,<30,Male,0,Personal Auto,14,A,No
PG42834,<30,Female,26577,Personal Auto,14,A,No
LW77178,<30,Female,33879,Corporate Auto,14,A,No
XA27536,<30,Male,63329,Personal Auto,14,A,No
WZ40465,<30,Female,36234,Personal Auto,14,A,No
VJ83206,<30,Male,72117,Personal Auto,14,A,No
AZ90068,<30,Male,89219,Personal Auto,14,A,No
VP48253,<30,Male,41186,Personal Auto,14,A,No
LA35379,<30,Female,62461,Personal Auto,14,A,No
WE77831,<30,Male,0,Personal Auto,14,A,No
DP77737,<30,Female,28513,Personal Auto,14,A,Yes
YU35148,<30,Female,0,Personal Auto,14,A,No
ZF84449,<30,Female,0,Special Auto,14,A,No
TY20016,<30,Male,72734,Personal Auto,14,A,No
EH37385,<30,Female,22849,Personal Auto,14,A,No
LX99948,<30,Female,65134,Personal Auto,14,A,No
JG74360,<30,Male,37709,Corporate Auto,14,A,No
ON67674,<30,Female,50071,Personal Auto,14,A,Yes
OZ64384,<30,Female,79090,Personal Auto,14,A,Yes
SX89429,<30,Female,0,Personal Auto,14,A,No
BR39076,<30,Female,0,Personal Auto,14,A,No
GT65065,<30,Female,42142,Personal Auto,14,A,No
WP58340,<30,Male,55687,Personal Auto,14,A,Yes
DY57308,<30,Female,22373,Personal Auto,14,A,No
QL59704,<30,Female,69906,Corporate Auto,14,A,No
TY59969,<30,Male,43246,Personal Auto,14,A,No
BZ65376,<30,Male,27689,Personal Auto,14,A,No
DE55857,<30,Female,64997,Personal Auto,14,A,No
FI61059,<30,Male,0,Personal Auto,14,A,No
WL42517,<30,Female,0,Personal Auto,14,A,No
TS53731,<30,Female,79674,Personal Auto,14,A,No
BS13111,<30,Male,0,Personal Auto,14,A,No
PA14842,<30,Female,45128,Special Auto,14,A,No
LY17372,<30,Male,44743,Personal Auto,14,A,No
JT41591,<30,Male,0,Personal Auto,14,A,No
SU41739,<30,Male,0,Personal Auto,14,A,No
DV38369,<30,Male,0,Corporate Auto,14,A,No
PA38372,<30,Female,33060,Personal Auto,14,A,No
WV64743,<30,Male,0,Personal Auto,14,A,No
KM72781,<30,Female,22514,Personal Auto,14,A,No
JL25091,<30,Male,79284,Special Auto,14,A,No
JY27336,<30,Female,85840,Corporate Auto,14,A,No
CF57022,<30,Male,17269,Personal Auto,14,A,No
NI88122,<30,Female,0,Corporate Auto,14,A,No
LO98108,<30,Male,0,Personal Auto,14,A,No
SA91515,<30,Male,0,Personal Auto,14,A,No
AE90216,<30,Male,75644,Personal Auto,14,A,Yes
WE95729,<30,Male,24804,Personal Auto,14,A,No
FP17993,<30,Female,0,Personal Auto,14,A,Yes
NJ15094,<30,Female,0,Personal Auto,14,A,No
NN99001,<30,Female,56940,Personal Auto,14,A,No
WE88728,<30,Female,56531,Corporate Auto,14,A,No
SN49269,<30,Male,72353,Personal Auto,14,A,No
EJ67407,<30,Male,95191,Corporate Auto,14,A,No
DL36983,<30,Female,23791,Personal Auto,14,A,No
XF57481,<30,Male,50450,Personal Auto,14,A,No
IF18508,<30,Female,70610,Personal Auto,14,A,No
GE58317,<30,Female,38713,Personal Auto,14,A,Yes
XC83045,<30,Male,16869,Personal Auto,14,A,No
FD62224,<30,Female,0,Personal Auto,14,A,No
HT16519,<30,Female,63009,Personal Auto,14,A,No
LT72149,<30,Male,0,Personal Auto,14,A,Yes
MZ16820,<30,Male,86811,Corporate Auto,14,A,No
HS14476,<30,Male,29723,Personal Auto,14,A,No
BZ47770,<30,Female,62088,Corporate Auto,14,A,No
ZG54759,<30,Female,41408,Corporate Auto,14,A,No
CF15558,<30,Female,39161,Personal Auto,14,A,No
GS76685,<30,Male,20228,Corporate Auto,14,A,Yes
QJ90136,<30,Female,28363,Personal Auto,14,A,No
ZL17677,<30,Female,15505,Personal Auto,14,A,No
FX78218,<30,Male,45855,Personal Auto,14,A,No
UL64533,<30,Male,65999,Corporate Auto,14,A,No
KR25511,<30,Male,26876,Corporate Auto,14,A,Yes
AW17574,<30,Female,0,Corporate Auto,14,A,No
PC80039,<30,Female,19864,Personal Auto,14,A,Yes
EU48798,<30,Female,24980,Personal Auto,14,A,No
ZP27971,<30,Male,26050,Personal Auto,14,A,No
DI51103,<30,Female,0,Personal Auto,14,A,No
FR46645,<30,Male,16701,Personal Auto,14,A,No
JT52858,<30,Female,99002,Personal Auto,14,A,No
WM39308,<30,Female,98713,Personal Auto,14,A,No
IT92328,<30,Male,0,Corporate Auto,14,A,No
DP92488,<30,Female,74592,Personal Auto,14,A,No
ID20929,<30,Male,29926,Corporate Auto,14,A,No
IG85969,<30,Female,0,Personal Auto,14,A,No
LH94971,<30,Male,37840,Corporate Auto,14,A,No
LY14355,<30,Female,73847,Personal Auto,14,A,No
XO67536,<30,Female,10860,Personal Auto,14,A,No
ZU96776,<30,Male,0,Personal Auto,14,A,No
PB47955,<30,Female,0,Personal Auto,14,A,No
WL92199,<30,Male,0,Personal Auto,14,A,No
XK49057,<30,Male,31196,Corporate Auto,14,A,No
IO81315,<30,Female,69241,Personal Auto,14,A,No
EG36536,<30,Male,24031,Personal Auto,14,A,No
YM44855,<30,Female,52951,Personal Auto,14,A,No
HI58196,<30,Male,0,Personal Auto,14,A,No
GQ42004,<30,Male,0,Personal Auto,14,A,No
LV89056,<30,Female,0,Personal Auto,14,A,No
TC99043,<30,Female,16181,Personal Auto,14,A,Yes
DR54244,<30,Female,0,Personal Auto,14,A,No
GG68407,<30,Female,0,Personal Auto,14,A,No
VV61641,<30,Female,0,Personal Auto,14,A,No
IJ26642,<30,Female,35625,Personal Auto,14,A,Yes
CO56168,<30,Male,62638,Personal Auto,14,A,No
AD71478,<30,Male,54339,Personal Auto,14,A,No
VF21170,<30,Female,37277,Personal Auto,14,A,No
AZ34845,<30,Female,77846,Personal Auto,14,A,No
ZU93025,<30,Female,50071,Personal Auto,14,A,Yes
PK58026,<30,Female,96917,Personal Auto,14,A,No
TJ32609,<30,Male,23860,Personal Auto,14,A,No
IL56791,<30,Male,0,Personal Auto,14,A,No
FY56083,<30,Male,37057,Personal Auto,14,A,No
FP39090,<30,Male,14072,Special Auto,14,A,Yes
NW30838,<30,Male,0,Corporate Auto,14,A,No
EP34249,<30,Male,28432,Corporate Auto,14,A,Yes
PB21909,<30,Male,55632,Personal Auto,14,A,No
EM27919,<30,Male,17622,Personal Auto,14,A,Yes
PY20159,<30,Male,45225,Corporate Auto,14,A,No
ND87334,<30,Male,0,Corporate Auto,14,A,No
TS76653,<30,Female,0,Personal Auto,14,A,Yes
QC35222,<30,Female,48269,Corporate Auto,14,A,No
YE27183,<30,Male,0,Corporate Auto,14,A,No
MJ77630,<30,Male,39891,Personal Auto,14,A,No
FB95288,<30,Male,0,Personal Auto,14,A,No
OL97871,<30,Female,48992,Personal Auto,14,A,No
LR27773,<30,Female,43671,Corporate Auto,14,A,No
IG56214,<30,Male,10892,Personal Auto,14,A,No
JH35547,<30,Male,36261,Personal Auto,14,A,No
AA71604,<30,Female,87560,Personal Auto,14,A,No
XJ96748,<30,Female,37931,Personal Auto,14,A,No
CH96412,<30,Female,85018,Personal Auto,14,A,No
ZX86243,<30,Male,70247,Personal Auto,14,A,No
FY27460,<30,Male,47823,Personal Auto,14,A,No
EI32190,<30,Male,67534,Personal Auto,14,A,No
KC67832,<30,Male,80028,Corporate Auto,14,A,No
MM44301,<30,Female,21073,Corporate Auto,14,A,Yes
TS81548,<30,Female,43416,Personal Auto,14,A,No
BM53580,<30,Female,0,Personal Auto,14,A,No
VN27419,<30,Female,11828,Personal Auto,14,A,Yes
DO48835,<30,Male,0,Corporate Auto,14,A,No
MR27647,<30,Female,27431,Personal Auto,14,A,No
XO43812,<30,Male,56482,Personal Auto,14,A,No
RN56430,<30,Female,41449,Personal Auto,14,A,No
EN31802,<30,Male,74140,Personal Auto,14,A,No
NW73460,<30,Female,46182,Corporate Auto,14,A,No
IG68709,<30,Female,41711,Personal Auto,14,A,No
MY64920,<30,Female,73259,Personal Auto,14,A,No
UA44429,<30,Female,0,Personal Auto,14,A,No
VW39046,<30,Male,28142,Personal Auto,14,A,Yes
EJ43595,<30,Male,0,Corporate Auto,14,A,No
OZ86942,<30,Female,52443,Corporate Auto,14,A,No
EW17514,<30,Male,60880,Personal Auto,14,A,Yes
NZ26102,<30,Female,0,Personal Auto,14,A,No
IQ63581,<30,Female,40215,Personal Auto,14,A,No
QE92747,<30,Female,77282,Corporate Auto,14,A,No
EP26605,<30,Female,44833,Personal Auto,14,A,No
CE11308,<30,Male,30244,Personal Auto,14,A,No
FV92759,<30,Female,0,Personal Auto,14,A,Yes
IN15077,<30,Male,99874,Corporate Auto,14,A,No
TP12436,<30,Female,0,Personal Auto,14,A,No
FP59138,<30,Male,0,Personal Auto,14,A,Yes
DB71122,<30,Female,15144,Personal Auto,14,A,No
XO17798,<30,Male,45794,Personal Auto,14,A,No
SG46572,<30,Female,0,Personal Auto,14,A,No
OZ37864,<30,Female,0,Personal Auto,14,A,No
TF64196,<30,Female,75121,Corporate Auto,14,A,No
VA65117,<30,Male,0,Personal Auto,14,A,No
RP27249,<30,Female,80358,Personal Auto,14,A,No
GU65780,<30,Male,70837,Personal Auto,14,A,No
AI85843,<30,Female,33288,Personal Auto,14,A,No
XL66550,<30,Male,74365,Corporate Auto,14,A,No
VH43367,<30,Female,61402,Special Auto,14,A,No
VI14418,<30,Male,16707,Special Auto,14,A,No
NZ83890,<30,Female,0,Personal Auto,14,A,No
BY88565,<30,Female,48203,Personal Auto,14,A,No
XM11175,<30,Male,0,Personal Auto,14,A,No
OU24549,<30,Male,37573,Corporate Auto,14,A,No
KA98111,<30,Male,22475,Personal Auto,14,A,No
UO54843,<30,Male,70286,Corporate Auto,14,A,No
BO92934,<30,Male,24392,Personal Auto,14,A,No
HO92982,<30,Male,85355,Personal Auto,14,A,No
JW21133,<30,Male,18820,Personal Auto,14,A,No
TC69546,<30,Male,70341,Personal Auto,14,A,No
LL45497,<30,Female,67282,Personal Auto,14,A,No
JI94264,<30,Male,16511,Personal Auto,14,A,No
QO16222,<30,Female,0,Personal Auto,14,A,No
SD61306,<30,Male,60861,Personal Auto,14,A,No
AE23906,<30,Male,37256,Personal Auto,14,A,Yes
VV77534,<30,Male,77094,Personal Auto,14,A,No
OB97365,<30,Female,77237,Personal Auto,14,A,No
TF56202,<30,Male,66367,Personal Auto,14,A,No
YV76240,<30,Female,45732,Corporate Auto,14,A,No
WF98532,<30,Male,0,Personal Auto,14,A,Yes
OH35544,<30,Female,0,Corporate Auto,14,A,No
ZH42145,<30,Female,50148,Corporate Auto,14,A,No
OB55054,<30,Male,88410,Corporate Auto,14,A,No
KH53118,<30,Female,44485,Special Auto,14,A,No
VO43359,<30,Male,62488,Personal Auto,14,A,No
LV94312,<30,Male,33580,Corporate Auto,14,A,No
SU31072,<30,Male,85756,Personal Auto,14,A,No
ED65109,<30,Female,81839,Personal Auto,14,A,No
TA22923,<30,Male,40463,Personal Auto,14,A,No
KU56071,<30,Female,93416,Personal Auto,14,A,No
VM84548,<30,Male,99845,Personal Auto,14,A,Yes
ZT86224,<30,Male,72257,Personal Auto,14,A,No
YD80815,<30,Female,51791,Personal Auto,14,A,No
HH69970,<30,Female,32311,Corporate Auto,14,A,No
NL93182,<30,Male,0,Corporate Auto,14,A,No
UO12263,<30,Female,0,Corporate Auto,14,A,No
GU82757,<30,Female,63774,Corporate Auto,14,A,Yes
BG30513,<30,Female,13663,Personal Auto,14,A,Yes
IZ67803,<30,Male,26990,Personal Auto,14,A,No
KE42114,<30,Male,17250,Personal Auto,14,A,No
LL73047,<30,Female,28672,Personal Auto,14,A,No
VX67206,<30,Female,33806,Corporate Auto,14,A,Yes
JA55700,<30,Male,25927,Personal Auto,14,A,Yes
HL97125,<30,Female,76157,Personal Auto,14,A,Yes
SK67821,<30,Female,37260,Corporate Auto,14,A,No
TS31001,<30,Male,55705,Personal Auto,14,A,No
MV97958,<30,Female,40525,Personal Auto,14,A,No
HX41374,<30,Male,72988,Personal Auto,14,A,No
CY12922,<30,Male,0,Personal Auto,14,A,No
WA16954,<30,Male,20252,Personal Auto,14,A,No
SB44003,<30,Female,61108,Personal Auto,14,A,Yes
NE13752,<30,Male,56021,Personal Auto,14,A,No
LX15904,<30,Female,39393,Special Auto,14,A,No
LS51818,<30,Female,37553,Personal Auto,14,A,No
CR20811,<30,Female,60642,Personal Auto,14,A,No
SA45648,<30,Male,90874,Personal Auto,14,A,No
FV19421,<30,Male,0,Personal Auto,14,A,No
BD13927,<30,Female,0,Personal Auto,14,A,No
HN97052,<30,Female,0,Personal Auto,14,A,No
XR84971,<30,Female,36537,Personal Auto,14,A,No
NN66592,<30,Male,73758,Personal Auto,14,A,No
VH85817,<30,Male,51066,Personal Auto,14,A,Yes
GP20237,<30,Female,29286,Personal Auto,14,A,No
ZN47335,<30,Male,68309,Corporate Auto,14,A,No
LL67008,<30,Female,0,Corporate Auto,14,A,No
KQ43374,<30,Female,32114,Corporate Auto,14,A,No
UF93434,<30,Female,22050,Personal Auto,14,A,No
CX85598,<30,Male,51240,Personal Auto,14,A,No
BL66157,<30,Female,96413,Personal Auto,14,A,No
MY97912,<30,Male,0,Personal Auto,14,A,No
OG71924,<30,Female,0,Personal Auto,14,A,No
ZR77995,<30,Male,97729,Personal Auto,14,A,No
RY47606,<30,Male,43987,Personal Auto,14,A,No
PQ46798,<30,Female,17034,Personal Auto,14,A,No
AD18174,<30,Female,0,Personal Auto,14,A,No
BH36973,<30,Female,63401,Personal Auto,14,A,No
PB41497,<30,Male,81763,Personal Auto,14,A,No
DC31768,<30,Male,49793,Personal Auto,14,A,No
IE15348,<30,Female,28466,Personal Auto,14,A,No
FY86121,<30,Male,70882,Personal Auto,14,A,No
QE50648,<30,Female,74298,Corporate Auto,14,A,No
UV44323,<30,Female,0,Personal Auto,14,A,No
DX70966,<30,Female,50071,Personal Auto,14,A,Yes
NK20941,<30,Male,52447,Personal Auto,14,A,No
IA30254,<30,Male,0,Corporate Auto,14,A,No
CT86614,<30,Male,0,Corporate Auto,14,A,No
TA82973,<30,Female,28937,Personal Auto,14,A,No
TI19394,<30,Male,80714,Personal Auto,14,A,No
UW98698,<30,Male,0,Personal Auto,14,A,No
HC80108,<30,Female,43775,Personal Auto,14,A,No
UI75273,<30,Female,47727,Corporate Auto,14,A,No
XR97812,<30,Male,0,Personal Auto,14,A,No
UV82770,<30,Male,0,Personal Auto,14,A,No
GY88677,<30,Female,46268,Personal Auto,14,A,No
YF73402,<30,Male,67778,Personal Auto,14,A,No
CL73599,<30,Female,79090,Personal Auto,14,A,Yes
TL20040,<30,Male,22354,Personal Auto,14,A,No
XS78545,<30,Female,29491,Personal Auto,14,A,No
JI71369,<30,Female,30110,Personal Auto,14,A,No
SE47384,<30,Female,94230,Special Auto,14,A,No
QT39597,<30,Male,26242,Personal Auto,14,A,No
KA29693,<30,Male,16266,Special Auto,14,A,No
EV39637,<30,Female,0,Personal Auto,14,A,No
IO89174,<30,Female,56680,Personal Auto,14,A,No
YZ60434,<30,Male,0,Personal Auto,14,A,No
FM25704,<30,Male,86933,Corporate Auto,14,A,No
XH53960,<30,Female,0,Personal Auto,14,A,No
RK81706,<30,Female,0,Personal Auto,14,A,No
II62831,<30,Male,94656,Special Auto,14,A,No
DY87989,<30,Male,14072,Corporate Auto,14,A,Yes
HB29169,<30,Female,0,Personal Auto,14,A,No
OV50124,<30,Female,0,Personal Auto,14,A,No
XZ62712,<30,Female,32948,Personal Auto,14,A,No
PZ94551,<30,Female,56649,Special Auto,14,A,No
JU55710,<30,Female,41479,Personal Auto,14,A,Yes
QT39025,<30,Female,66991,Personal Auto,14,A,No
WG15841,<30,Male,26790,Personal Auto,14,A,Yes
KC75958,<30,Female,0,Personal Auto,14,A,Yes
CW82151,<30,Male,46833,Personal Auto,14,A,No
KW52549,<30,Female,33806,Personal Auto,14,A,Yes
HT48275,<30,Male,91212,Personal Auto,14,A,No
XX12304,<30,Female,64459,Personal Auto,14,A,No
WL74893,<30,Female,0,Special Auto,14,A,No
LY97989,<30,Female,0,Personal Auto,14,A,No
NN40477,<30,Female,52679,Personal Auto,14,A,No
QP80741,<30,Female,0,Corporate Auto,14,A,No
VF21395,<30,Male,82655,Personal Auto,14,A,No
PU73561,<30,Female,24641,Personal Auto,14,A,No
IN64985,<30,Female,34112,Personal Auto,14,A,No
GY99465,<30,Female,0,Corporate Auto,14,A,No
HW56522,<30,Male,35322,Personal Auto,14,A,No
MV89967,<30,Female,0,Personal Auto,14,A,No
JQ35849,<30,Male,24254,Personal Auto,14,A,No
OU50429,<30,Male,36580,Personal Auto,14,A,No
CQ75652,<30,Male,0,Personal Auto,14,A,No
ZB84321,<30,Female,36032,Personal Auto,14,A,No
XS89049,<30,Female,25531,Personal Auto,14,A,No
WV17090,<30,Male,0,Corporate Auto,14,A,No
HA56608,<30,Male,0,Special Auto,14,A,Yes
HP20623,<30,Female,70988,Personal Auto,14,A,No
BB48165,<30,Female,0,Personal Auto,14,A,No
BV80674,<30,Female,0,Personal Auto,14,A,No
ZR32858,<30,Female,41252,Personal Auto,14,A,No
QD17769,<30,Male,75740,Corporate Auto,14,A,No
TM28833,<30,Male,0,Personal Auto,14,A,No
GM62071,<30,Female,20668,Personal Auto,14,A,No
UF91715,<30,Male,0,Personal Auto,14,A,No
JV12632,<30,Female,0,Corporate Auto,14,A,No
UD31660,<30,Male,70129,Personal Auto,14,A,No
BU81591,<30,Male,0,Corporate Auto,14,A,No
PS23376,<30,Female,69668,Corporate Auto,14,A,No
CC43119,<30,Female,62018,Corporate Auto,14,A,No
DI30528,<30,Female,36650,Personal Auto,14,A,Yes
OD89873,<30,Male,71391,Corporate Auto,14,A,Yes
LY90785,<30,Male,95733,Corporate Auto,14,A,No
FM61329,<30,Male,50144,Personal Auto,14,A,No
WX48434,<30,Male,0,Corporate Auto,14,A,Yes
MC83487,<30,Male,18768,Corporate Auto,14,A,No
QW59726,<30,Female,87274,Personal Auto,14,A,No
OH41318,<30,Male,83385,Personal Auto,14,A,No
SM67119,<30,Female,16139,Personal Auto,14,A,No
YB19340,<30,Male,61374,Corporate Auto,14,A,No
HW54198,<30,Male,94186,Personal Auto,14,A,No
WK99918,<30,Male,57709,Personal Auto,14,A,Yes
FF61670,<30,Male,0,Personal Auto,14,A,No
CL38926,<30,Male,10458,Corporate Auto,14,A,No
PE47967,<30,Female,79055,Personal Auto,14,A,No
DL20327,<30,Female,54539,Personal Auto,14,A,No
QS70017,<30,Male,43597,Personal Auto,14,A,No
SC81807,<30,Female,32180,Special Auto,14,A,No
KZ22690,<30,Female,76456,Personal Auto,14,A,No
BS26376,<30,Male,96306,Corporate Auto,14,A,Yes
RJ40995,<30,Male,36631,Personal Auto,14,A,Yes
KY14688,<30,Female,36218,Personal Auto,14,A,No
TZ71391,<30,Male,26057,Personal Auto,14,A,Yes
EW34576,<30,Female,53071,Corporate Auto,14,A,No
IG90926,<30,Female,71551,Personal Auto,14,A,No
DQ15807,<30,Male,0,Personal Auto,14,A,No
ER29107,<30,Male,34498,Personal Auto,14,A,Yes
CT41158,<30,Male,66446,Corporate Auto,14,A,No
CP67787,<30,Female,0,Personal Auto,14,A,No
OD75777,<30,Female,19280,Personal Auto,14,A,No
LM79063,<30,Female,76506,Personal Auto,14,A,No
VC64410,<30,Female,25965,Personal Auto,14,A,Yes
ND71187,<30,Male,56233,Corporate Auto,14,A,No
UK86050,<30,Female,76590,Personal Auto,14,A,No
QA17596,<30,Female,60068,Personal Auto,14,A,No
WC72942,<30,Male,66169,Personal Auto,14,A,No
OO49507,<30,Female,52957,Personal Auto,14,A,No
OM24164,<30,Male,0,Personal Auto,14,A,No
TP30316,<30,Male,79157,Corporate Auto,14,A,No
EL42453,<30,Male,41372,Personal Auto,14,A,No
FR82361,<30,Male,61427,Personal Auto,14,A,No
ZX83542,<30,Male,26585,Corporate Auto,14,A,No
JG77605,<30,Female,30389,Personal Auto,14,A,No
MH43755,<30,Female,17961,Personal Auto,14,A,No
FF84784,<30,Male,33317,Personal Auto,14,A,No
